,Rating_num,Installs
2142,4.3,"500,000+"
2143,4.4,"500,000+"
2144,4.2,"100,000+"
2145,4.7,"100,000+"
2146,3.9,"1,000,000+"
2147,4.1,"10,000+"
2148,4.1,"10,000,000+"
2149,4.1,"500,000+"
2150,4.2,"100,000+"
2151,4.7,"500,000+"
2152,4.4,"10,000+"
2153,4.3,"10,000+"
2154,4.5,"1,000+"
2155,4.3,"10,000,000+"
2156,4.3,"5,000,000+"
2157,4.1,"1,000,000+"
2158,4.1,"1,000,000+"
2159,4.1,"1,000,000+"
2160,4.6,"100,000+"
2161,4.1,"100,000+"
2162,4.4,"50,000+"
2163,4.4,"500,000+"
2164,4.3,"100,000+"
2165,4.0,"5,000,000+"
2166,4.8,"1,000+"
2167,3.8,"100,000+"
2168,4.7,"1,000+"
2169,4.5,"50,000+"
2170,4.8,"1,000+"
2171,4.4,100+
2172,4.8,100+
2173,4.2,"1,000+"
2174,4.2,"5,000+"
2175,4.0,"5,000+"
2176,4.7,"1,000+"
2177,4.7,"10,000+"
2178,3.9,"10,000+"
2179,4.5,"5,000+"
2180,4.1,"10,000,000+"
2181,4.4,"1,000,000+"
2182,3.9,"1,000,000+"
2183,4.4,"1,000,000+"
2184,4.4,"100,000+"
2185,3.6,"100,000+"
2186,4.4,"100,000+"
2187,4.1,"5,000,000+"
2188,3.6,"100,000+"
2189,4.6,"1,000+"
2190,4.3,"10,000+"
2191,4.5,"10,000+"
2192,4.4,"50,000+"
2193,4.1,"10,000,000+"
2194,4.4,"1,000,000+"
2195,3.9,"1,000,000+"
2196,4.4,"1,000,000+"
2197,4.4,"100,000+"
2198,3.6,"100,000+"
2199,4.4,"100,000+"
2200,4.1,"5,000,000+"
2201,3.6,"100,000+"
2202,4.6,"1,000+"
2203,4.3,"10,000+"
2204,4.5,"10,000+"
2205,4.4,"50,000+"
2206,4.5,"100,000,000+"
2207,4.1,"10,000,000+"
2208,4.5,"50,000,000+"
2209,4.1,"10,000,000+"
2210,3.9,"5,000,000+"
2211,4.2,"10,000,000+"
2212,4.1,"5,000,000+"
2213,3.9,"10,000,000+"
2214,4.1,"5,000,000+"
2215,4.2,"5,000,000+"
2216,4.7,"100,000,000+"
2217,3.8,"5,000,000+"
2218,4.3,"10,000,000+"
2219,4.3,"10,000,000+"
2220,4.3,"5,000,000+"
2221,3.9,"1,000,000+"
2222,4.3,"10,000,000+"
2223,4.0,"10,000,000+"
2224,4.0,"5,000,000+"
2225,4.3,"50,000,000+"
2226,4.2,"10,000,000+"
2227,4.1,"5,000,000+"
2228,4.0,"1,000,000+"
2229,4.4,"10,000,000+"
2230,4.3,"5,000,000+"
2231,4.3,"1,000,000+"
2232,4.4,"1,000,000+"
2233,4.2,"1,000,000+"
2234,4.1,"10,000,000+"
2235,4.3,"1,000,000+"
2236,4.2,"1,000,000+"
2237,4.6,"5,000,000+"
2238,4.1,"5,000,000+"
2239,4.5,"10,000,000+"
2240,4.4,"10,000,000+"
2241,4.5,"10,000,000+"
2242,4.3,"1,000,000+"
2243,4.2,"100,000+"
2244,4.4,"10,000+"
2245,4.6,"10,000+"
2246,4.5,"10,000+"
2247,4.8,"10,000+"
2248,4.5,"10,000+"
2249,3.2,"5,000+"
2250,4.6,"5,000+"
2251,4.5,"100,000+"
2252,4.1,"50,000+"
2253,4.6,"1,000+"
2254,4.5,"10,000+"
2255,4.4,"50,000+"
2256,4.4,"1,000+"
2257,4.4,"1,000+"
2258,3.8,"10,000+"
2259,4.6,"1,000+"
2260,2.5,"1,000+"
2261,4.0,"1,000+"
2262,5.0,100+
2263,4.3,"5,000+"
2264,3.4,"5,000+"
2266,3.4,"1,000+"
2267,4.3,"10,000+"
2268,4.4,"1,000+"
2269,4.4,100+
2270,4.2,"1,000+"
2271,5.0,500+
2272,4.1,"5,000+"
2273,3.9,"1,000+"
2274,4.6,500+
2275,4.2,"1,000+"
2276,4.4,"5,000+"
2277,4.2,"10,000+"
2278,3.6,"1,000+"
2279,4.5,"10,000+"
2281,4.7,"1,000+"
2282,4.6,"5,000+"
2283,4.5,"10,000+"
2284,4.2,"1,000+"
2285,4.2,"1,000+"
2286,4.3,100+
2287,4.4,"50,000+"
2288,4.1,"1,000+"
2289,4.4,"1,000+"
2290,4.6,"5,000+"
2291,4.4,"5,000+"
2292,4.2,"1,000+"
2293,4.5,"10,000+"
2295,2.6,"1,000+"
2296,4.6,"10,000+"
2297,4.8,"1,000+"
2298,4.2,"1,000+"
2299,4.7,500+
2300,3.0,500+
2301,3.5,"1,000+"
2302,4.6,"5,000+"
2303,4.8,"1,000,000+"
2304,4.2,"1,000,000+"
2305,4.6,"1,000,000+"
2306,4.4,"1,000,000+"
2307,4.8,"1,000,000+"
2308,4.0,"500,000+"
2309,3.7,"50,000+"
2310,4.2,"5,000,000+"
2311,4.8,"1,000,000+"
2312,4.7,"1,000,000+"
2313,3.5,"100,000+"
2314,3.9,"500,000+"
2315,4.2,"10,000+"
2316,4.8,"1,000,000+"
2317,2.7,"500,000+"
2318,4.2,"500,000+"
2319,4.7,"5,000,000+"
2320,4.6,"50,000+"
2321,4.5,"500,000+"
2322,4.7,"1,000,000+"
2323,4.7,"500,000+"
2324,4.5,"100,000+"
2325,4.7,"100,000+"
2326,4.0,"100,000+"
2327,3.4,"100,000+"
2328,3.5,"500,000+"
2329,3.0,"100,000+"
2330,4.7,"1,000,000+"
2331,4.6,"1,000,000+"
2332,4.2,"50,000+"
2333,4.8,"1,000,000+"
2334,4.5,"100,000+"
2335,4.2,"100,000+"
2336,3.8,"100,000+"
2337,3.0,"100,000+"
2338,4.4,"1,000,000+"
2339,4.5,"50,000+"
2340,4.0,"100,000+"
2341,3.6,"100,000+"
2342,4.4,"1,000+"
2343,4.7,"500,000+"
2344,4.9,"1,000,000+"
2345,3.6,"10,000+"
2346,4.5,"1,000,000+"
2347,4.1,"1,000+"
2348,4.6,"100,000+"
2349,4.7,"500,000+"
2350,4.7,"100,000+"
2351,2.8,"50,000+"
2352,4.3,"500,000+"
2353,4.6,"10,000+"
2354,4.3,"1,000,000+"
2355,3.4,"100,000+"
2357,4.0,"100,000+"
2358,4.8,"100,000+"
2359,4.2,"100,000+"
2360,3.0,"5,000+"
2361,4.5,"100,000+"
2362,3.7,"100,000+"
2363,4.5,"100,000+"
2364,4.5,"50,000+"
2365,4.6,"1,000+"
2366,4.2,"100,000+"
2367,4.6,"1,000,000+"
2368,3.6,"5,000+"
2369,4.4,"10,000+"
2370,4.4,"10,000+"
2371,4.5,"50,000+"
2372,4.5,"100,000+"
2373,4.1,"10,000+"
2374,4.6,"100,000+"
2375,4.3,"100,000+"
2376,4.3,"50,000+"
2377,4.7,"10,000+"
2378,4.5,"10,000+"
2379,4.5,"50,000+"
2380,4.5,"10,000+"
2381,4.2,"10,000+"
2382,4.4,"10,000+"
2383,3.9,"50,000+"
2384,4.2,"100,000+"
2385,4.4,"1,000+"
2386,4.1,"50,000+"
2387,3.4,"1,000+"
2388,4.1,"5,000+"
2389,4.0,"1,000+"
2391,4.1,"1,000+"
2392,3.5,"100,000+"
2393,4.2,"100,000+"
2394,4.0,"100,000+"
2395,4.5,"10,000+"
2396,4.3,"5,000+"
2397,4.3,"10,000+"
2398,4.8,"10,000+"
2399,4.6,"10,000+"
2400,4.1,"5,000+"
2401,4.6,"1,000+"
2402,3.5,"1,000+"
2403,2.3,"1,000+"
2404,4.5,"5,000+"
2405,4.3,"10,000+"
2406,4.2,"1,000+"
2407,4.2,"10,000+"
2408,3.1,"5,000+"
2409,4.4,100+
2410,4.4,"1,000+"
2411,2.9,"10,000+"
2412,3.1,"10,000+"
2413,3.7,"5,000+"
2414,4.0,100+
2415,3.8,"50,000+"
2416,4.6,"5,000+"
2417,4.4,"1,000+"
2418,3.8,"10,000+"
2420,4.8,"1,000+"
2421,4.3,"100,000+"
2426,3.7,500+
2427,5.0,100+
2428,3.0,500+
2429,3.7,"1,000+"
2444,3.7,100+
2445,5.0,10+
2448,5.0,100+
2450,5.0,10-
2452,5.0,50+
2454,5.0,10-
2455,5.0,50+
2457,5.0,10+
2458,5.0,10+
2459,5.0,10-
2463,4.3,100+
2464,4.9,"5,000+"
2472,5.0,10+
2475,4.9,100+
2476,4.6,100+
2477,5.0,10+
2482,4.0,10+
2484,5.0,10-
2486,4.0,"500,000+"
2487,2.6,"100,000+"
2488,4.7,"1,000,000+"
2489,4.8,"1,000,000+"
2490,4.3,"10,000+"
2491,4.7,"1,000+"
2492,2.5,"10,000+"
2493,4.6,"50,000+"
2494,4.5,"50,000+"
2495,4.1,"1,000+"
2496,4.5,"1,000+"
2497,4.3,"100,000+"
2499,3.8,"100,000+"
2500,4.4,"10,000+"
2504,4.5,"50,000+"
2505,4.5,"100,000+"
2506,3.8,"1,000+"
2507,4.5,"100,000+"
2508,4.0,"100,000+"
2509,4.5,"5,000+"
2510,3.7,"1,000,000+"
2511,4.3,"10,000+"
2512,3.7,500+
2514,4.4,"5,000+"
2515,3.8,"10,000+"
2517,2.7,"500,000+"
2518,5.0,100+
2519,4.3,"10,000+"
2520,3.8,"10,000+"
2521,3.0,"100,000+"
2522,5.0,100+
2523,3.6,"5,000+"
2524,4.0,"10,000+"
2525,4.3,"10,000+"
2526,4.7,"50,000+"
2527,5.0,"1,000+"
2528,4.7,"1,000+"
2530,4.6,"1,000+"
2531,3.1,"50,000+"
2532,4.4,"50,000+"
2533,5.0,100+
2534,3.6,"1,000+"
2535,2.8,"50,000+"
2536,4.4,"10,000+"
2537,4.2,"100,000+"
2538,4.6,"1,000+"
2539,4.2,"10,000+"
2541,3.8,"100,000+"
2542,3.5,"5,000+"
2543,4.7,"1,000,000+"
2544,4.1,"100,000,000+"
2545,4.5,"100,000,000+"
2546,4.3,"100,000,000+"
2547,4.4,"10,000,000+"
2548,4.4,"100,000,000+"
2549,4.2,"1,000,000+"
2550,4.0,"100,000,000+"
2551,4.3,"100,000+"
2552,4.6,"100,000,000+"
2553,4.4,"10,000,000+"
2554,4.2,"100,000,000+"
2555,4.4,"1,000,000+"
2556,4.4,"1,000,000+"
2557,4.3,"1,000,000+"
2558,4.6,"5,000,000+"
2559,4.4,"100,000+"
2560,4.5,"1,000,000+"
2561,4.6,"5,000,000+"
2562,4.6,"5,000,000+"
2563,4.6,"1,000,000+"
2564,4.4,"5,000,000+"
2565,4.5,"10,000,000+"
2566,4.5,"5,000,000+"
2567,4.3,"1,000,000+"
2568,4.4,"500,000+"
2569,4.6,"5,000,000+"
2570,4.3,"50,000+"
2571,4.8,"10,000,000+"
2572,4.2,"1,000,000+"
2573,4.6,"5,000,000+"
2574,4.0,"1,000,000+"
2575,4.6,"1,000,000+"
2576,4.3,"10,000,000+"
2577,3.6,"10,000,000+"
2578,4.0,"10,000,000+"
2579,4.5,"10,000,000+"
2580,4.4,"10,000,000+"
2581,4.5,"1,000,000+"
2582,4.2,"100,000,000+"
2583,4.5,"1,000,000+"
2584,4.3,"10,000,000+"
2585,4.2,"5,000,000+"
2586,4.2,"5,000,000+"
2587,4.4,"10,000,000+"
2588,4.3,"100,000,000+"
2589,4.3,"10,000,000+"
2590,4.1,"10,000,000+"
2591,4.5,"10,000,000+"
2592,4.3,"100,000,000+"
2593,4.2,"50,000,000+"
2594,4.1,"10,000,000+"
2595,4.3,"50,000,000+"
2596,4.2,"10,000,000+"
2597,4.1,"5,000,000+"
2598,4.1,"10,000,000+"
2599,4.4,"100,000,000+"
2600,3.7,"5,000,000+"
2601,3.9,"500,000+"
2602,3.7,"100,000+"
2603,4.0,"100,000,000+"
2604,4.5,"100,000,000+"
2605,3.6,"1,000,000+"
2606,4.1,"500,000+"
2607,4.1,"10,000,000+"
2608,4.0,"10,000,000+"
2609,4.1,"500,000+"
2610,4.0,"100,000,000+"
2611,4.5,"100,000,000+"
2612,4.6,"100,000,000+"
2613,4.3,"5,000,000+"
2614,4.3,"50,000,000+"
2615,4.2,"1,000,000+"
2616,4.5,"10,000,000+"
2617,4.2,"50,000,000+"
2618,4.3,"50,000,000+"
2619,4.1,"5,000,000+"
2620,3.8,"1,000,000+"
2621,4.2,"100,000,000+"
2622,4.4,"10,000,000+"
2623,4.3,"100,000,000+"
2624,4.2,"10,000,000+"
2625,4.1,"10,000,000+"
2626,4.0,"1,000,000+"
2627,4.3,"100,000,000+"
2628,4.3,"5,000,000+"
2629,4.2,"50,000,000+"
2630,4.2,"50,000,000+"
2631,4.0,"10,000,000+"
2632,4.4,"10,000,000+"
2633,4.0,"100,000+"
2634,4.2,"5,000,000+"
2635,4.2,"5,000,000+"
2636,4.4,"50,000,000+"
2637,4.1,"10,000,000+"
2638,4.1,"10,000,000+"
2639,4.3,"10,000,000+"
2640,4.0,"100,000+"
2641,4.2,"5,000,000+"
2642,4.2,"50,000,000+"
2643,4.2,"50,000,000+"
2644,4.1,"10,000,000+"
2645,4.0,"10,000,000+"
2646,4.3,"50,000,000+"
2647,4.3,"100,000,000+"
2648,4.4,"10,000,000+"
2649,4.4,"10,000,000+"
2650,4.2,"10,000,000+"
2651,4.2,"10,000,000+"
2652,4.0,"1,000,000+"
2653,4.2,"5,000,000+"
2654,4.0,"10,000,000+"
2655,4.5,"100,000,000+"
2656,4.6,"10,000,000+"
2657,4.3,"10,000,000+"
2658,4.2,"10,000,000+"
2659,4.3,"5,000,000+"
2660,4.6,"100,000,000+"
2661,4.4,"10,000,000+"
2662,4.4,"100,000,000+"
2663,4.5,"50,000,000+"
2664,4.3,"100,000,000+"
2665,4.2,"50,000,000+"
2666,4.2,"50,000,000+"
2667,4.4,"1,000,000+"
2668,4.6,"10,000,000+"
2669,4.2,"5,000,000+"
2670,3.6,"5,000,000+"
2671,4.5,"1,000,000+"
2672,4.4,"1,000,000+"
2673,3.8,"10,000,000+"
2674,4.7,"50,000,000+"
2675,3.6,"10,000,000+"
2676,4.2,"10,000,000+"
2677,3.6,"1,000,000+"
2678,4.3,"5,000,000+"
2679,4.4,"10,000,000+"
2680,4.5,"1,000,000+"
2681,4.1,"10,000,000+"
2682,4.3,"1,000,000+"
2683,4.3,"10,000,000+"
2684,4.7,"50,000,000+"
2685,4.3,"10,000,000+"
2686,4.2,"10,000,000+"
2687,4.2,"10,000,000+"
2688,4.3,"10,000,000+"
2689,4.2,"10,000,000+"
2690,4.3,"10,000,000+"
2691,4.6,"10,000,000+"
2692,4.4,"10,000,000+"
2693,4.3,"50,000,000+"
2694,3.8,"10,000,000+"
2695,4.6,"10,000,000+"
2696,4.5,"10,000,000+"
2697,4.1,"10,000,000+"
2698,4.4,"100,000,000+"
2699,4.3,"5,000,000+"
2700,3.8,"1,000,000+"
2701,4.0,"5,000,000+"
2702,3.3,"1,000,000+"
2703,4.1,"1,000,000+"
2704,4.1,"1,000,000+"
2705,4.2,"1,000,000+"
2706,4.1,"10,000,000+"
2707,4.4,"500,000+"
2708,4.1,"500,000+"
2709,4.2,"1,000,000+"
2710,4.5,"10,000,000+"
2711,4.3,"10,000,000+"
2712,4.5,"100,000,000+"
2713,4.1,"1,000,000+"
2714,4.5,"10,000,000+"
2715,4.4,"10,000,000+"
2716,4.6,"50,000,000+"
2717,4.5,"5,000,000+"
2718,4.6,"10,000,000+"
2719,4.7,"1,000,000+"
2720,4.3,"10,000,000+"
2721,4.4,"10,000,000+"
2722,4.4,"50,000+"
2723,4.2,"1,000,000+"
2724,4.1,"1,000,000+"
2725,4.1,"10,000,000+"
2726,4.5,"10,000,000+"
2727,4.7,"1,000,000+"
2728,4.1,"5,000,000+"
2729,4.2,"1,000,000+"
2730,4.5,"1,000,000+"
2731,4.4,"10,000,000+"
2732,4.6,"50,000,000+"
2733,4.2,"1,000,000+"
2734,4.6,"10,000,000+"
2735,4.3,"100,000+"
2736,4.1,"500,000+"
2737,4.1,"1,000,000+"
2738,4.4,"100,000,000+"
2739,4.1,"10,000,000+"
2740,4.6,"500,000+"
2741,4.2,"500,000+"
2742,4.2,"5,000,000+"
2743,4.1,"500,000+"
2744,4.2,"100,000+"
2745,4.3,"10,000,000+"
2746,4.2,"1,000,000+"
2747,4.5,"10,000,000+"
2748,4.7,"1,000,000+"
2749,4.5,"100,000,000+"
2750,4.3,"10,000,000+"
2751,4.0,"5,000,000+"
2752,4.4,"10,000,000+"
2753,4.4,"5,000,000+"
2754,4.0,"1,000,000+"
2755,4.5,"10,000,000+"
2756,4.6,"100,000,000+"
2757,4.1,"5,000,000+"
2758,4.5,"1,000,000+"
2759,3.9,"1,000,000+"
2760,4.5,"5,000,000+"
2761,4.2,"500,000+"
2762,4.3,"10,000,000+"
2763,4.3,"100,000,000+"
2764,4.4,"10,000,000+"
2765,4.5,"1,000,000+"
2766,4.6,"1,000,000+"
2767,4.4,"10,000,000+"
2768,4.3,"10,000,000+"
2769,4.3,"10,000,000+"
2770,4.1,"10,000,000+"
2771,4.7,"10,000,000+"
2772,4.4,"1,000,000+"
2773,4.2,"10,000,000+"
2774,4.4,"100,000,000+"
2775,4.2,"5,000,000+"
2776,4.2,"500,000+"
2777,4.1,"500,000+"
2778,4.0,"1,000,000+"
2779,4.1,"5,000,000+"
2780,4.5,"5,000,000+"
2781,4.6,"1,000,000+"
2782,4.3,"10,000,000+"
2783,4.6,"50,000,000+"
2784,4.4,"100,000,000+"
2785,4.0,"500,000+"
2786,4.5,"1,000,000+"
2787,4.1,"10,000,000+"
2788,4.4,"100,000+"
2789,4.0,"1,000,000+"
2790,4.6,"100,000,000+"
2791,4.5,"1,000,000+"
2792,4.4,"100,000+"
2793,4.5,"1,000,000+"
2794,4.1,"10,000,000+"
2795,4.3,"5,000,000+"
2796,4.5,"100,000,000+"
2797,4.2,"5,000,000+"
2798,3.8,"1,000,000+"
2799,4.5,"500,000+"
2800,4.7,"10,000,000+"
2801,4.1,"1,000,000+"
2802,4.6,"5,000,000+"
2803,4.8,"1,000,000+"
2804,4.0,"500,000+"
2805,4.7,"50,000+"
2806,4.7,"1,000,000+"
2807,4.1,"1,000,000+"
2808,4.5,"100,000,000+"
2809,3.6,"50,000,000+"
2810,4.5,"5,000,000+"
2811,4.7,"10,000,000+"
2812,4.7,"10,000,000+"
2813,4.5,"10,000,000+"
2814,4.2,"50,000,000+"
2815,4.5,"1,000,000+"
2816,4.4,"100,000,000+"
2817,4.5,"1,000,000+"
2818,4.5,"100,000+"
2819,4.4,"5,000,000+"
2820,3.7,"1,000,000+"
2821,4.3,"5,000,000+"
2822,4.5,"1,000,000+"
2823,4.4,"1,000,000+"
2824,3.3,"5,000,000+"
2825,4.3,"50,000,000+"
2826,4.4,"500,000+"
2827,4.5,"10,000,000+"
2828,4.4,"10,000,000+"
2829,4.2,"50,000,000+"
2830,4.5,"500,000+"
2831,4.7,"1,000,000+"
2832,4.5,"1,000,000+"
2833,4.6,"100,000,000+"
2834,4.6,"1,000,000+"
2835,4.4,"100,000,000+"
2836,4.3,"50,000,000+"
2837,4.3,"10,000,000+"
2838,4.6,"1,000,000+"
2839,4.4,"1,000,000+"
2840,4.5,"5,000,000+"
2841,4.5,"10,000,000+"
2842,4.2,"1,000,000+"
2843,4.0,"1,000,000+"
2844,4.4,"5,000,000+"
2845,4.7,"10,000,000+"
2846,4.3,"10,000,000+"
2847,4.6,"100,000,000+"
2848,4.4,"10,000,000+"
2849,4.5,"100,000,000+"
2850,4.3,"10,000,000+"
2851,4.3,"1,000,000+"
2852,4.4,"5,000,000+"
2853,4.5,"100,000,000+"
2854,4.4,"5,000,000+"
2855,4.6,"10,000,000+"
2856,4.3,"10,000,000+"
2857,4.6,"5,000,000+"
2858,4.3,"50,000,000+"
2859,4.4,"100,000,000+"
2860,4.2,"10,000,000+"
2861,4.3,"50,000,000+"
2862,4.4,"100,000,000+"
2863,3.9,"10,000,000+"
2864,4.3,"5,000,000+"
2865,4.4,"100,000,000+"
2866,4.2,"10,000,000+"
2867,4.5,"100,000,000+"
2868,4.3,"1,000,000+"
2869,4.3,"100,000,000+"
2870,4.3,"50,000,000+"
2871,4.1,"1,000,000+"
2872,4.4,"100,000,000+"
2873,4.3,"1,000,000+"
2874,4.0,"1,000,000+"
2875,4.0,"1,000,000+"
2876,4.0,"1,000,000+"
2877,4.4,"5,000,000+"
2878,4.3,"100,000,000+"
2879,4.1,"10,000,000+"
2880,4.2,"1,000,000+"
2881,3.9,"10,000,000+"
2882,4.4,"5,000,000+"
2883,4.4,"1,000,000+"
2884,4.5,"100,000,000+"
2885,4.4,"5,000,000+"
2886,4.6,"10,000,000+"
2887,4.3,"10,000,000+"
2888,4.6,"5,000,000+"
2889,4.1,"5,000,000+"
2890,4.0,"10,000,000+"
2891,4.3,"10,000,000+"
2892,4.2,"10,000,000+"
2893,4.0,"5,000,000+"
2894,4.1,"1,000,000+"
2895,4.1,"10,000,000+"
2896,4.0,"10,000,000+"
2897,4.3,"100,000,000+"
2898,4.3,"10,000,000+"
2899,4.2,"10,000,000+"
2900,4.5,"10,000,000+"
2901,4.0,"1,000,000+"
2902,4.4,"50,000,000+"
2903,4.1,"5,000,000+"
2904,4.4,"100,000,000+"
2905,4.3,"10,000,000+"
2906,4.3,"100,000+"
2907,4.2,"10,000,000+"
2908,4.3,"100,000,000+"
2909,4.4,"100,000,000+"
2910,4.4,"50,000,000+"
2911,4.3,"100,000,000+"
2912,4.4,"1,000,000+"
2913,3.8,"100,000+"
2914,4.4,"50,000,000+"
2915,4.4,"50,000,000+"
2916,4.3,"50,000,000+"
2917,4.6,"10,000,000+"
2918,4.0,"5,000,000+"
2919,4.1,"10,000,000+"
2920,4.2,"10,000,000+"
2921,4.3,"100,000,000+"
2922,4.6,"100,000,000+"
2923,4.6,"1,000,000+"
2924,4.3,"5,000,000+"
2925,4.2,"10,000,000+"
2926,4.1,"10,000,000+"
2927,4.2,"1,000,000+"
2928,4.6,"10,000,000+"
2929,4.6,"50,000,000+"
2930,4.4,"50,000,000+"
2931,4.7,"50,000,000+"
2932,4.4,"50,000,000+"
2933,4.1,"10,000,000+"
2934,4.3,"10,000,000+"
2935,4.4,"100,000,000+"
2936,4.2,"50,000,000+"
2937,4.4,"100,000,000+"
2938,4.5,"100,000,000+"
2939,4.2,"100,000,000+"
2940,3.8,"10,000,000+"
2941,4.3,"50,000,000+"
2942,4.4,"100,000,000+"
2943,4.6,"100,000,000+"
2944,4.4,"100,000,000+"
2945,4.5,"100,000,000+"
2946,4.2,"5,000,000+"
2947,4.5,"10,000,000+"
2948,4.5,"50,000,000+"
2949,4.3,"100,000,000+"
2950,4.4,"1,000,000+"
2951,4.2,"10,000,000+"
2952,4.1,"1,000,000+"
2953,4.3,"10,000,000+"
2954,4.0,"5,000,000+"
2955,4.6,"5,000,000+"
2956,4.3,"10,000,000+"
2957,4.4,"100,000,000+"
2958,4.5,"10,000,000+"
2959,4.2,"10,000,000+"
2960,4.3,"100,000+"
2961,4.4,"10,000,000+"
2962,4.2,"5,000,000+"
2963,4.1,"50,000,000+"
2964,4.4,"10,000,000+"
2965,4.7,"10,000,000+"
2966,4.6,"500,000+"
2967,4.2,"10,000,000+"
2968,4.3,"1,000,000+"
2969,4.3,"5,000,000+"
2970,4.5,"5,000,000+"
2971,4.6,"5,000,000+"
2972,4.5,"10,000,000+"
2973,4.4,"1,000,000+"
2974,4.7,"10,000,000+"
2975,4.2,"5,000,000+"
2976,4.3,"5,000,000+"
2977,4.2,"5,000,000+"
2978,3.9,"5,000,000+"
2979,3.9,"5,000,000+"
2980,4.2,"1,000,000+"
2981,4.3,"1,000,000+"
2982,4.6,"10,000,000+"
2983,4.3,"5,000,000+"
2984,4.0,"10,000,000+"
2985,4.0,"10,000,000+"
2986,4.0,"5,000,000+"
2987,4.6,"100,000+"
2988,4.3,"1,000,000+"
2989,4.2,"1,000,000+"
2990,4.3,"1,000,000+"
2991,4.4,"5,000,000+"
2992,4.0,"100,000+"
2993,4.6,"500,000+"
2994,4.7,"500,000+"
2995,4.3,"500,000+"
2996,4.0,"1,000,000+"
2997,4.5,"10,000,000+"
2998,4.7,"100,000+"
2999,4.4,"5,000,000+"
3000,4.8,"100,000+"
3001,3.3,"100,000+"
3002,4.3,"500,000+"
3003,3.9,"10,000,000+"
3004,4.4,"100,000+"
3005,3.9,"1,000,000+"
3006,4.4,"500,000+"
3007,4.3,"5,000,000+"
3008,4.4,"100,000+"
3009,4.2,"5,000,000+"
3010,4.2,"10,000,000+"
3011,4.1,"50,000,000+"
3012,4.4,"5,000,000+"
3013,4.0,"5,000,000+"
3014,4.4,"10,000,000+"
3015,4.3,"5,000,000+"
3016,4.1,"10,000,000+"
3017,4.0,"1,000,000+"
3018,4.2,"10,000,000+"
3019,4.2,"5,000,000+"
3020,4.3,"5,000,000+"
3021,3.1,"5,000,000+"
3022,4.1,"10,000,000+"
3023,2.9,"100,000+"
3024,4.0,"1,000,000+"
3025,4.5,"1,000,000+"
3026,4.3,"100,000+"
3027,4.1,"1,000,000+"
3028,4.3,"100,000+"
3029,4.5,"1,000,000+"
3030,4.6,"1,000,000+"
3031,4.4,"100,000+"
3032,4.2,"50,000+"
3033,4.3,"500,000+"
3034,3.4,"100,000+"
3035,4.6,"1,000,000+"
3036,4.2,"100,000+"
3037,4.4,"100,000+"
3038,4.0,"1,000,000+"
3039,4.1,"50,000+"
3040,4.0,"1,000,000+"
3041,4.6,"1,000,000+"
3042,4.2,"5,000,000+"
3043,4.5,"1,000,000+"
3044,4.4,"1,000,000+"
3045,4.0,"5,000,000+"
3046,3.5,"1,000,000+"
3047,4.0,"1,000,000+"
3048,4.2,"10,000,000+"
3049,4.0,"1,000,000+"
3050,4.4,"5,000,000+"
3051,4.8,"10,000+"
3052,4.1,"50,000+"
3053,4.6,"100,000+"
3054,4.3,"1,000,000+"
3055,4.4,"10,000,000+"
3056,4.3,"5,000,000+"
3057,4.6,"100,000+"
3058,4.5,"1,000,000+"
3059,4.3,"10,000+"
3060,4.2,"10,000,000+"
3061,4.4,"5,000,000+"
3062,4.2,"5,000,000+"
3063,4.4,"10,000,000+"
3064,4.3,"5,000,000+"
3065,4.5,"500,000+"
3066,4.5,"1,000,000+"
3067,4.1,"10,000,000+"
3068,4.0,"5,000,000+"
3069,4.7,"10,000,000+"
3070,4.6,"100,000+"
3071,4.2,"5,000,000+"
3072,4.2,"10,000,000+"
3073,4.1,"5,000,000+"
3074,4.1,"50,000,000+"
3075,3.5,"500,000+"
3076,4.5,"500,000+"
3077,3.9,"500,000+"
3078,4.6,"10,000+"
3079,4.0,"1,000,000+"
3080,4.4,"5,000,000+"
3081,4.2,"5,000,000+"
3082,4.2,"10,000,000+"
3083,4.6,"10,000,000+"
3084,4.5,"50,000,000+"
3085,4.4,"10,000,000+"
3086,4.5,"100,000+"
3087,4.4,"10,000,000+"
3088,4.3,"500,000+"
3089,4.2,"1,000,000+"
3090,4.3,"5,000,000+"
3091,4.5,"1,000,000+"
3092,4.0,"5,000,000+"
3093,4.2,"1,000,000+"
3094,4.1,"10,000,000+"
3095,3.9,"1,000,000+"
3096,4.2,"5,000,000+"
3097,4.0,"5,000,000+"
3098,3.5,"1,000,000+"
3099,4.0,"1,000,000+"
3100,4.0,"1,000,000+"
3101,4.5,"10,000,000+"
3102,4.1,"10,000,000+"
3103,4.2,"50,000,000+"
3104,4.4,"5,000,000+"
3105,4.4,"1,000,000+"
3106,4.1,"500,000+"
3107,4.3,"1,000,000+"
3108,4.5,"10,000,000+"
3109,4.5,"10,000,000+"
3110,4.4,"500,000+"
3111,4.5,"10,000,000+"
3112,4.7,"100,000,000+"
3113,4.4,"1,000,000+"
3114,4.1,"5,000,000+"
3115,4.4,"100,000,000+"
3116,4.4,"10,000,000+"
3117,4.3,"100,000,000+"
3118,4.2,"50,000,000+"
3119,4.0,"5,000,000+"
3120,4.7,"5,000,000+"
3121,4.3,"100,000,000+"
3122,4.6,"10,000,000+"
